,sort_up_to,pocket,auroc,model,seed
182,2,1BYJ_A_GE3_30,0.9921363040629095,rdock,9
183,3,1BYJ_A_GE3_30,0.9882044560943644,rdock,9
184,4,1BYJ_A_GE3_30,0.9777195281782438,rdock,9
185,5,1BYJ_A_GE3_30,0.9737876802096985,rdock,9
186,6,1BYJ_A_GE3_30,0.9698558322411533,rdock,9
187,7,1BYJ_A_GE3_30,0.9659239842726082,rdock,9
188,8,1BYJ_A_GE3_30,0.9593709043250328,rdock,9
189,9,1BYJ_A_GE3_30,0.9554390563564875,rdock,9
190,10,1BYJ_A_GE3_30,0.9501965923984272,rdock,9
191,11,1BYJ_A_GE3_30,0.944954128440367,rdock,9
192,12,1BYJ_A_GE3_30,0.9370904325032765,rdock,9
193,13,1BYJ_A_GE3_30,0.9305373525557011,rdock,9
194,14,1BYJ_A_GE3_30,0.927916120576671,rdock,9
195,15,1BYJ_A_GE3_30,0.9226736566186108,rdock,9
196,16,1BYJ_A_GE3_30,0.9161205766710354,rdock,9
197,17,1BYJ_A_GE3_30,0.9108781127129751,rdock,9
198,18,1BYJ_A_GE3_30,0.9056356487549149,rdock,9
199,19,1BYJ_A_GE3_30,0.9003931847968545,rdock,9
200,0,1BYJ_A_GE3_30,0.7182175622542595,dock,0
201,1,1BYJ_A_GE3_30,0.7182175622542595,dock,0
202,2,1BYJ_A_GE3_30,0.7182175622542595,dock,0
203,3,1BYJ_A_GE3_30,0.7182175622542595,dock,0
204,4,1BYJ_A_GE3_30,0.7182175622542595,dock,0
205,5,1BYJ_A_GE3_30,0.7182175622542595,dock,0
206,6,1BYJ_A_GE3_30,0.9030144167758847,dock,0
207,7,1BYJ_A_GE3_30,0.9017038007863696,dock,0
208,8,1BYJ_A_GE3_30,0.9017038007863696,dock,0
209,9,1BYJ_A_GE3_30,0.9017038007863696,dock,0
210,10,1BYJ_A_GE3_30,0.9017038007863696,dock,0
211,11,1BYJ_A_GE3_30,0.9017038007863696,dock,0
212,12,1BYJ_A_GE3_30,0.9017038007863696,dock,0
213,13,1BYJ_A_GE3_30,0.9017038007863696,dock,0
214,14,1BYJ_A_GE3_30,0.9017038007863696,dock,0
215,15,1BYJ_A_GE3_30,0.9003931847968545,dock,0
216,16,1BYJ_A_GE3_30,0.9003931847968545,dock,0
217,17,1BYJ_A_GE3_30,0.9003931847968545,dock,0
218,18,1BYJ_A_GE3_30,0.9003931847968545,dock,0
219,19,1BYJ_A_GE3_30,0.9003931847968545,dock,0
220,0,1BYJ_A_GE3_30,0.7431192660550459,native,0
221,1,1BYJ_A_GE3_30,0.7431192660550459,native,0
222,2,1BYJ_A_GE3_30,0.7431192660550459,native,0
223,3,1BYJ_A_GE3_30,0.7431192660550459,native,0
224,4,1BYJ_A_GE3_30,0.7431192660550459,native,0
225,5,1BYJ_A_GE3_30,0.9501965923984272,native,0
226,6,1BYJ_A_GE3_30,0.9423328964613368,native,0
227,7,1BYJ_A_GE3_30,0.9384010484927916,native,0
228,8,1BYJ_A_GE3_30,0.9357798165137614,native,0
229,9,1BYJ_A_GE3_30,0.9305373525557011,native,0
230,10,1BYJ_A_GE3_30,0.927916120576671,native,0
231,11,1BYJ_A_GE3_30,0.9252948885976409,native,0
232,12,1BYJ_A_GE3_30,0.9200524246395806,native,0
233,13,1BYJ_A_GE3_30,0.9174311926605505,native,0
234,14,1BYJ_A_GE3_30,0.9148099606815203,native,0
235,15,1BYJ_A_GE3_30,0.9121887287024901,native,0
236,16,1BYJ_A_GE3_30,0.90956749672346,native,0
237,17,1BYJ_A_GE3_30,0.9069462647444299,native,0
238,18,1BYJ_A_GE3_30,0.9030144167758847,native,0
239,19,1BYJ_A_GE3_30,0.9003931847968545,native,0
240,0,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
241,1,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
242,2,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
243,3,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
244,4,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
245,5,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
246,6,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
247,7,1BYJ_A_GE3_30,0.5937090432503276,docknat,0
248,8,1BYJ_A_GE3_30,0.9056356487549149,docknat,0
249,9,1BYJ_A_GE3_30,0.9017038007863696,docknat,0
250,10,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
251,11,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
252,12,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
253,13,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
254,14,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
255,15,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
256,16,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
257,17,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
258,18,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
259,19,1BYJ_A_GE3_30,0.9003931847968545,docknat,0
260,0,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
261,1,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
262,2,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
263,3,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
264,4,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
265,5,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
266,6,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
267,7,1BYJ_A_GE3_30,0.5937090432503276,rdocknat,0
268,8,1BYJ_A_GE3_30,0.8558322411533421,rdocknat,0
269,9,1BYJ_A_GE3_30,0.8519003931847968,rdocknat,0
270,10,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
271,11,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
272,12,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
273,13,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
274,14,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
275,15,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
276,16,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
277,17,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
278,18,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
279,19,1BYJ_A_GE3_30,0.8505897771952817,rdocknat,0
280,0,1F1T_A_ROS_101,0.4005305039787799,rdock,0
281,1,1F1T_A_ROS_101,0.4005305039787799,rdock,0
282,2,1F1T_A_ROS_101,0.4005305039787799,rdock,0
283,3,1F1T_A_ROS_101,0.4005305039787799,rdock,0
284,4,1F1T_A_ROS_101,0.4005305039787799,rdock,0
285,5,1F1T_A_ROS_101,0.4005305039787799,rdock,0
286,6,1F1T_A_ROS_101,0.4005305039787799,rdock,0
287,7,1F1T_A_ROS_101,0.4005305039787799,rdock,0
288,8,1F1T_A_ROS_101,0.4005305039787799,rdock,0
289,9,1F1T_A_ROS_101,0.4005305039787799,rdock,0
290,10,1F1T_A_ROS_101,0.4005305039787799,rdock,0
291,11,1F1T_A_ROS_101,0.4005305039787799,rdock,0
292,12,1F1T_A_ROS_101,0.9787798408488063,rdock,0
293,13,1F1T_A_ROS_101,0.9774535809018567,rdock,0
294,14,1F1T_A_ROS_101,0.9774535809018567,rdock,0
295,15,1F1T_A_ROS_101,0.9774535809018567,rdock,0
296,16,1F1T_A_ROS_101,0.9761273209549072,rdock,0
297,17,1F1T_A_ROS_101,0.9734748010610079,rdock,0
298,18,1F1T_A_ROS_101,0.9734748010610079,rdock,0
299,19,1F1T_A_ROS_101,0.9734748010610079,rdock,0
300,0,1F1T_A_ROS_101,0.5437665782493368,rdock,1
301,1,1F1T_A_ROS_101,0.5437665782493368,rdock,1
302,2,1F1T_A_ROS_101,0.5437665782493368,rdock,1
303,3,1F1T_A_ROS_101,0.5437665782493368,rdock,1
304,4,1F1T_A_ROS_101,0.5437665782493368,rdock,1
305,5,1F1T_A_ROS_101,0.5437665782493368,rdock,1
306,6,1F1T_A_ROS_101,0.5437665782493368,rdock,1
307,7,1F1T_A_ROS_101,0.5437665782493368,rdock,1
308,8,1F1T_A_ROS_101,0.5437665782493368,rdock,1
309,9,1F1T_A_ROS_101,0.9880636604774535,rdock,1
310,10,1F1T_A_ROS_101,0.9880636604774535,rdock,1
311,11,1F1T_A_ROS_101,0.9854111405835544,rdock,1
312,12,1F1T_A_ROS_101,0.9840848806366048,rdock,1
313,13,1F1T_A_ROS_101,0.9814323607427056,rdock,1
314,14,1F1T_A_ROS_101,0.9787798408488063,rdock,1
315,15,1F1T_A_ROS_101,0.9774535809018567,rdock,1
316,16,1F1T_A_ROS_101,0.9761273209549072,rdock,1
317,17,1F1T_A_ROS_101,0.9748010610079576,rdock,1
318,18,1F1T_A_ROS_101,0.9748010610079576,rdock,1
319,19,1F1T_A_ROS_101,0.9734748010610079,rdock,1
320,0,1F1T_A_ROS_101,0.9615384615384616,rdock,2
321,1,1F1T_A_ROS_101,0.9986737400530504,rdock,2
322,2,1F1T_A_ROS_101,0.9973474801061007,rdock,2
323,3,1F1T_A_ROS_101,0.9973474801061007,rdock,2
324,4,1F1T_A_ROS_101,0.9973474801061007,rdock,2
325,5,1F1T_A_ROS_101,0.9960212201591512,rdock,2
326,6,1F1T_A_ROS_101,0.9946949602122016,rdock,2
327,7,1F1T_A_ROS_101,0.9946949602122016,rdock,2
328,8,1F1T_A_ROS_101,0.9907161803713528,rdock,2
329,9,1F1T_A_ROS_101,0.9907161803713528,rdock,2
330,10,1F1T_A_ROS_101,0.9893899204244032,rdock,2
331,11,1F1T_A_ROS_101,0.986737400530504,rdock,2
332,12,1F1T_A_ROS_101,0.9854111405835544,rdock,2
333,13,1F1T_A_ROS_101,0.9854111405835544,rdock,2
334,14,1F1T_A_ROS_101,0.9840848806366048,rdock,2
335,15,1F1T_A_ROS_101,0.9840848806366048,rdock,2
336,16,1F1T_A_ROS_101,0.9787798408488063,rdock,2
337,17,1F1T_A_ROS_101,0.9774535809018567,rdock,2
338,18,1F1T_A_ROS_101,0.9761273209549072,rdock,2
339,19,1F1T_A_ROS_101,0.9734748010610079,rdock,2
340,0,1F1T_A_ROS_101,0.5079575596816976,rdock,3
341,1,1F1T_A_ROS_101,0.5079575596816976,rdock,3
342,2,1F1T_A_ROS_101,0.5079575596816976,rdock,3
343,3,1F1T_A_ROS_101,0.5079575596816976,rdock,3
344,4,1F1T_A_ROS_101,0.5079575596816976,rdock,3
345,5,1F1T_A_ROS_101,0.5079575596816976,rdock,3
346,6,1F1T_A_ROS_101,0.5079575596816976,rdock,3
347,7,1F1T_A_ROS_101,0.5079575596816976,rdock,3
348,8,1F1T_A_ROS_101,0.5079575596816976,rdock,3
349,9,1F1T_A_ROS_101,0.5079575596816976,rdock,3
350,10,1F1T_A_ROS_101,0.9880636604774535,rdock,3
351,11,1F1T_A_ROS_101,0.986737400530504,rdock,3
352,12,1F1T_A_ROS_101,0.9854111405835544,rdock,3
353,13,1F1T_A_ROS_101,0.9840848806366048,rdock,3
354,14,1F1T_A_ROS_101,0.9787798408488063,rdock,3
355,15,1F1T_A_ROS_101,0.9774535809018567,rdock,3
356,16,1F1T_A_ROS_101,0.9774535809018567,rdock,3
357,17,1F1T_A_ROS_101,0.9774535809018567,rdock,3
358,18,1F1T_A_ROS_101,0.9748010610079576,rdock,3
359,19,1F1T_A_ROS_101,0.9734748010610079,rdock,3
360,0,1F1T_A_ROS_101,0.05968169761273212,rdock,4
361,1,1F1T_A_ROS_101,0.05968169761273212,rdock,4
362,2,1F1T_A_ROS_101,0.05968169761273212,rdock,4
363,3,1F1T_A_ROS_101,0.05968169761273212,rdock,4
364,4,1F1T_A_ROS_101,0.05968169761273212,rdock,4
365,5,1F1T_A_ROS_101,0.05968169761273212,rdock,4
366,6,1F1T_A_ROS_101,0.05968169761273212,rdock,4
367,7,1F1T_A_ROS_101,0.05968169761273212,rdock,4
368,8,1F1T_A_ROS_101,0.05968169761273212,rdock,4
369,9,1F1T_A_ROS_101,0.05968169761273212,rdock,4
370,10,1F1T_A_ROS_101,0.05968169761273212,rdock,4
371,11,1F1T_A_ROS_101,0.05968169761273212,rdock,4
372,12,1F1T_A_ROS_101,0.05968169761273212,rdock,4
373,13,1F1T_A_ROS_101,0.05968169761273212,rdock,4
374,14,1F1T_A_ROS_101,0.05968169761273212,rdock,4
375,15,1F1T_A_ROS_101,0.05968169761273212,rdock,4
376,16,1F1T_A_ROS_101,0.05968169761273212,rdock,4
377,17,1F1T_A_ROS_101,0.05968169761273212,rdock,4
378,18,1F1T_A_ROS_101,0.9761273209549072,rdock,4
379,19,1F1T_A_ROS_101,0.9734748010610079,rdock,4
380,0,1F1T_A_ROS_101,0.47745358090185674,rdock,5
381,1,1F1T_A_ROS_101,0.47745358090185674,rdock,5
382,2,1F1T_A_ROS_101,0.47745358090185674,rdock,5
383,3,1F1T_A_ROS_101,0.47745358090185674,rdock,5
384,4,1F1T_A_ROS_101,0.47745358090185674,rdock,5
385,5,1F1T_A_ROS_101,0.47745358090185674,rdock,5
386,6,1F1T_A_ROS_101,0.47745358090185674,rdock,5
387,7,1F1T_A_ROS_101,0.47745358090185674,rdock,5
388,8,1F1T_A_ROS_101,0.47745358090185674,rdock,5
389,9,1F1T_A_ROS_101,0.47745358090185674,rdock,5
390,10,1F1T_A_ROS_101,0.9893899204244032,rdock,5
391,11,1F1T_A_ROS_101,0.9880636604774535,rdock,5
392,12,1F1T_A_ROS_101,0.9854111405835544,rdock,5
393,13,1F1T_A_ROS_101,0.9814323607427056,rdock,5
394,14,1F1T_A_ROS_101,0.980106100795756,rdock,5
395,15,1F1T_A_ROS_101,0.9787798408488063,rdock,5
396,16,1F1T_A_ROS_101,0.9774535809018567,rdock,5
397,17,1F1T_A_ROS_101,0.9748010610079576,rdock,5
398,18,1F1T_A_ROS_101,0.9734748010610079,rdock,5
399,19,1F1T_A_ROS_101,0.9734748010610079,rdock,5
400,0,1F1T_A_ROS_101,0.9389920424403183,rdock,6
401,1,1F1T_A_ROS_101,0.9389920424403183,rdock,6
402,2,1F1T_A_ROS_101,0.9986737400530504,rdock,6
403,3,1F1T_A_ROS_101,0.9960212201591512,rdock,6
404,4,1F1T_A_ROS_101,0.9960212201591512,rdock,6
405,5,1F1T_A_ROS_101,0.9960212201591512,rdock,6
406,6,1F1T_A_ROS_101,0.9960212201591512,rdock,6
407,7,1F1T_A_ROS_101,0.9946949602122016,rdock,6
408,8,1F1T_A_ROS_101,0.993368700265252,rdock,6
409,9,1F1T_A_ROS_101,0.9920424403183024,rdock,6
410,10,1F1T_A_ROS_101,0.9907161803713528,rdock,6
411,11,1F1T_A_ROS_101,0.986737400530504,rdock,6
412,12,1F1T_A_ROS_101,0.986737400530504,rdock,6
413,13,1F1T_A_ROS_101,0.986737400530504,rdock,6
414,14,1F1T_A_ROS_101,0.9840848806366048,rdock,6
415,15,1F1T_A_ROS_101,0.9814323607427056,rdock,6
416,16,1F1T_A_ROS_101,0.9814323607427056,rdock,6
417,17,1F1T_A_ROS_101,0.9787798408488063,rdock,6
418,18,1F1T_A_ROS_101,0.9761273209549072,rdock,6
419,19,1F1T_A_ROS_101,0.9734748010610079,rdock,6
420,0,1F1T_A_ROS_101,0.7453580901856764,rdock,7
421,1,1F1T_A_ROS_101,0.7453580901856764,rdock,7
422,2,1F1T_A_ROS_101,0.7453580901856764,rdock,7
423,3,1F1T_A_ROS_101,0.7453580901856764,rdock,7
424,4,1F1T_A_ROS_101,0.7453580901856764,rdock,7
425,5,1F1T_A_ROS_101,0.993368700265252,rdock,7
426,6,1F1T_A_ROS_101,0.993368700265252,rdock,7
