,sort_up_to,pocket,auroc,model,seed
4817,17,4K31_B_AM2_101,0.9515072083879423,rdock,2
4818,18,4K31_B_AM2_101,0.9501965923984272,rdock,2
4819,19,4K31_B_AM2_101,0.9436435124508519,rdock,2
4820,0,4K31_B_AM2_101,0.2411533420707732,rdock,3
4821,1,4K31_B_AM2_101,0.2411533420707732,rdock,3
4822,2,4K31_B_AM2_101,0.2411533420707732,rdock,3
4823,3,4K31_B_AM2_101,0.2411533420707732,rdock,3
4824,4,4K31_B_AM2_101,0.2411533420707732,rdock,3
4825,5,4K31_B_AM2_101,0.2411533420707732,rdock,3
4826,6,4K31_B_AM2_101,0.2411533420707732,rdock,3
4827,7,4K31_B_AM2_101,0.2411533420707732,rdock,3
4828,8,4K31_B_AM2_101,0.2411533420707732,rdock,3
4829,9,4K31_B_AM2_101,0.2411533420707732,rdock,3
4830,10,4K31_B_AM2_101,0.2411533420707732,rdock,3
4831,11,4K31_B_AM2_101,0.2411533420707732,rdock,3
4832,12,4K31_B_AM2_101,0.2411533420707732,rdock,3
4833,13,4K31_B_AM2_101,0.2411533420707732,rdock,3
4834,14,4K31_B_AM2_101,0.2411533420707732,rdock,3
4835,15,4K31_B_AM2_101,0.9541284403669725,rdock,3
4836,16,4K31_B_AM2_101,0.9501965923984272,rdock,3
4837,17,4K31_B_AM2_101,0.9488859764089121,rdock,3
4838,18,4K31_B_AM2_101,0.9462647444298821,rdock,3
4839,19,4K31_B_AM2_101,0.9436435124508519,rdock,3
4840,0,4K31_B_AM2_101,0.13106159895150726,rdock,4
4841,1,4K31_B_AM2_101,0.13106159895150726,rdock,4
4842,2,4K31_B_AM2_101,0.13106159895150726,rdock,4
4843,3,4K31_B_AM2_101,0.13106159895150726,rdock,4
4844,4,4K31_B_AM2_101,0.13106159895150726,rdock,4
4845,5,4K31_B_AM2_101,0.13106159895150726,rdock,4
4846,6,4K31_B_AM2_101,0.13106159895150726,rdock,4
4847,7,4K31_B_AM2_101,0.13106159895150726,rdock,4
4848,8,4K31_B_AM2_101,0.13106159895150726,rdock,4
4849,9,4K31_B_AM2_101,0.13106159895150726,rdock,4
4850,10,4K31_B_AM2_101,0.13106159895150726,rdock,4
4851,11,4K31_B_AM2_101,0.13106159895150726,rdock,4
4852,12,4K31_B_AM2_101,0.13106159895150726,rdock,4
4853,13,4K31_B_AM2_101,0.13106159895150726,rdock,4
4854,14,4K31_B_AM2_101,0.13106159895150726,rdock,4
4855,15,4K31_B_AM2_101,0.13106159895150726,rdock,4
4856,16,4K31_B_AM2_101,0.13106159895150726,rdock,4
4857,17,4K31_B_AM2_101,0.9488859764089121,rdock,4
4858,18,4K31_B_AM2_101,0.9462647444298821,rdock,4
4859,19,4K31_B_AM2_101,0.9436435124508519,rdock,4
4860,0,4K31_B_AM2_101,0.7601572739187418,rdock,5
4861,1,4K31_B_AM2_101,0.7601572739187418,rdock,5
4862,2,4K31_B_AM2_101,0.7601572739187418,rdock,5
4863,3,4K31_B_AM2_101,0.7601572739187418,rdock,5
4864,4,4K31_B_AM2_101,0.7601572739187418,rdock,5
4865,5,4K31_B_AM2_101,0.9960681520314548,rdock,5
4866,6,4K31_B_AM2_101,0.9908256880733946,rdock,5
4867,7,4K31_B_AM2_101,0.9868938401048493,rdock,5
4868,8,4K31_B_AM2_101,0.9855832241153342,rdock,5
4869,9,4K31_B_AM2_101,0.981651376146789,rdock,5
4870,10,4K31_B_AM2_101,0.9777195281782438,rdock,5
4871,11,4K31_B_AM2_101,0.9764089121887287,rdock,5
4872,12,4K31_B_AM2_101,0.9750982961992136,rdock,5
4873,13,4K31_B_AM2_101,0.9672346002621232,rdock,5
4874,14,4K31_B_AM2_101,0.963302752293578,rdock,5
4875,15,4K31_B_AM2_101,0.9567496723460026,rdock,5
4876,16,4K31_B_AM2_101,0.9541284403669725,rdock,5
4877,17,4K31_B_AM2_101,0.9501965923984272,rdock,5
4878,18,4K31_B_AM2_101,0.9488859764089121,rdock,5
4879,19,4K31_B_AM2_101,0.9436435124508519,rdock,5
4880,0,4K31_B_AM2_101,0.3486238532110092,rdock,6
4881,1,4K31_B_AM2_101,0.3486238532110092,rdock,6
4882,2,4K31_B_AM2_101,0.3486238532110092,rdock,6
4883,3,4K31_B_AM2_101,0.3486238532110092,rdock,6
4884,4,4K31_B_AM2_101,0.3486238532110092,rdock,6
4885,5,4K31_B_AM2_101,0.3486238532110092,rdock,6
4886,6,4K31_B_AM2_101,0.3486238532110092,rdock,6
4887,7,4K31_B_AM2_101,0.3486238532110092,rdock,6
4888,8,4K31_B_AM2_101,0.3486238532110092,rdock,6
4889,9,4K31_B_AM2_101,0.3486238532110092,rdock,6
4890,10,4K31_B_AM2_101,0.3486238532110092,rdock,6
4891,11,4K31_B_AM2_101,0.3486238532110092,rdock,6
4892,12,4K31_B_AM2_101,0.3486238532110092,rdock,6
4893,13,4K31_B_AM2_101,0.9606815203145478,rdock,6
4894,14,4K31_B_AM2_101,0.9593709043250328,rdock,6
4895,15,4K31_B_AM2_101,0.9567496723460026,rdock,6
4896,16,4K31_B_AM2_101,0.9501965923984272,rdock,6
4897,17,4K31_B_AM2_101,0.9501965923984272,rdock,6
4898,18,4K31_B_AM2_101,0.9462647444298821,rdock,6
4899,19,4K31_B_AM2_101,0.9436435124508519,rdock,6
4900,0,4K31_B_AM2_101,0.15465268676277855,rdock,7
4901,1,4K31_B_AM2_101,0.15465268676277855,rdock,7
4902,2,4K31_B_AM2_101,0.15465268676277855,rdock,7
4903,3,4K31_B_AM2_101,0.15465268676277855,rdock,7
4904,4,4K31_B_AM2_101,0.15465268676277855,rdock,7
4905,5,4K31_B_AM2_101,0.15465268676277855,rdock,7
4906,6,4K31_B_AM2_101,0.15465268676277855,rdock,7
4907,7,4K31_B_AM2_101,0.15465268676277855,rdock,7
4908,8,4K31_B_AM2_101,0.15465268676277855,rdock,7
4909,9,4K31_B_AM2_101,0.15465268676277855,rdock,7
4910,10,4K31_B_AM2_101,0.15465268676277855,rdock,7
4911,11,4K31_B_AM2_101,0.15465268676277855,rdock,7
4912,12,4K31_B_AM2_101,0.15465268676277855,rdock,7
4913,13,4K31_B_AM2_101,0.15465268676277855,rdock,7
4914,14,4K31_B_AM2_101,0.15465268676277855,rdock,7
4915,15,4K31_B_AM2_101,0.15465268676277855,rdock,7
4916,16,4K31_B_AM2_101,0.15465268676277855,rdock,7
4917,17,4K31_B_AM2_101,0.9475753604193972,rdock,7
4918,18,4K31_B_AM2_101,0.9462647444298821,rdock,7
4919,19,4K31_B_AM2_101,0.9436435124508519,rdock,7
4920,0,4K31_B_AM2_101,0.11009174311926606,rdock,8
4921,1,4K31_B_AM2_101,0.11009174311926606,rdock,8
4922,2,4K31_B_AM2_101,0.11009174311926606,rdock,8
4923,3,4K31_B_AM2_101,0.11009174311926606,rdock,8
4924,4,4K31_B_AM2_101,0.11009174311926606,rdock,8
4925,5,4K31_B_AM2_101,0.11009174311926606,rdock,8
4926,6,4K31_B_AM2_101,0.11009174311926606,rdock,8
4927,7,4K31_B_AM2_101,0.11009174311926606,rdock,8
4928,8,4K31_B_AM2_101,0.11009174311926606,rdock,8
4929,9,4K31_B_AM2_101,0.11009174311926606,rdock,8
4930,10,4K31_B_AM2_101,0.11009174311926606,rdock,8
4931,11,4K31_B_AM2_101,0.11009174311926606,rdock,8
4932,12,4K31_B_AM2_101,0.11009174311926606,rdock,8
4933,13,4K31_B_AM2_101,0.11009174311926606,rdock,8
4934,14,4K31_B_AM2_101,0.11009174311926606,rdock,8
4935,15,4K31_B_AM2_101,0.11009174311926606,rdock,8
4936,16,4K31_B_AM2_101,0.11009174311926606,rdock,8
4937,17,4K31_B_AM2_101,0.9488859764089121,rdock,8
4938,18,4K31_B_AM2_101,0.944954128440367,rdock,8
4939,19,4K31_B_AM2_101,0.9436435124508519,rdock,8
4940,0,4K31_B_AM2_101,0.5032765399737877,rdock,9
4941,1,4K31_B_AM2_101,0.5032765399737877,rdock,9
4942,2,4K31_B_AM2_101,0.5032765399737877,rdock,9
4943,3,4K31_B_AM2_101,0.5032765399737877,rdock,9
4944,4,4K31_B_AM2_101,0.5032765399737877,rdock,9
4945,5,4K31_B_AM2_101,0.5032765399737877,rdock,9
4946,6,4K31_B_AM2_101,0.5032765399737877,rdock,9
4947,7,4K31_B_AM2_101,0.5032765399737877,rdock,9
4948,8,4K31_B_AM2_101,0.5032765399737877,rdock,9
4949,9,4K31_B_AM2_101,0.5032765399737877,rdock,9
4950,10,4K31_B_AM2_101,0.9685452162516383,rdock,9
4951,11,4K31_B_AM2_101,0.9646133682830931,rdock,9
4952,12,4K31_B_AM2_101,0.9619921363040629,rdock,9
4953,13,4K31_B_AM2_101,0.9606815203145478,rdock,9
4954,14,4K31_B_AM2_101,0.9606815203145478,rdock,9
4955,15,4K31_B_AM2_101,0.9580602883355177,rdock,9
4956,16,4K31_B_AM2_101,0.9554390563564875,rdock,9
4957,17,4K31_B_AM2_101,0.9541284403669725,rdock,9
4958,18,4K31_B_AM2_101,0.9488859764089121,rdock,9
4959,19,4K31_B_AM2_101,0.9436435124508519,rdock,9
4960,0,4K31_B_AM2_101,0.9750982961992136,dock,0
4961,1,4K31_B_AM2_101,0.9659239842726082,dock,0
4962,2,4K31_B_AM2_101,0.9462647444298821,dock,0
4963,3,4K31_B_AM2_101,0.9436435124508519,dock,0
4964,4,4K31_B_AM2_101,0.9436435124508519,dock,0
4965,5,4K31_B_AM2_101,0.9436435124508519,dock,0
4966,6,4K31_B_AM2_101,0.9436435124508519,dock,0
4967,7,4K31_B_AM2_101,0.9436435124508519,dock,0
4968,8,4K31_B_AM2_101,0.9436435124508519,dock,0
4969,9,4K31_B_AM2_101,0.9436435124508519,dock,0
4970,10,4K31_B_AM2_101,0.9436435124508519,dock,0
4971,11,4K31_B_AM2_101,0.9436435124508519,dock,0
4972,12,4K31_B_AM2_101,0.9436435124508519,dock,0
4973,13,4K31_B_AM2_101,0.9436435124508519,dock,0
4974,14,4K31_B_AM2_101,0.9436435124508519,dock,0
4975,15,4K31_B_AM2_101,0.9436435124508519,dock,0
4976,16,4K31_B_AM2_101,0.9436435124508519,dock,0
4977,17,4K31_B_AM2_101,0.9436435124508519,dock,0
4978,18,4K31_B_AM2_101,0.9436435124508519,dock,0
4979,19,4K31_B_AM2_101,0.9436435124508519,dock,0
4980,0,4K31_B_AM2_101,0.9908256880733946,native,0
4981,1,4K31_B_AM2_101,0.9803407601572739,native,0
4982,2,4K31_B_AM2_101,0.9777195281782438,native,0
4983,3,4K31_B_AM2_101,0.9724770642201834,native,0
4984,4,4K31_B_AM2_101,0.9672346002621232,native,0
4985,5,4K31_B_AM2_101,0.963302752293578,native,0
4986,6,4K31_B_AM2_101,0.9606815203145478,native,0
4987,7,4K31_B_AM2_101,0.9593709043250328,native,0
4988,8,4K31_B_AM2_101,0.9580602883355177,native,0
4989,9,4K31_B_AM2_101,0.9580602883355177,native,0
4990,10,4K31_B_AM2_101,0.9567496723460026,native,0
4991,11,4K31_B_AM2_101,0.9528178243774574,native,0
4992,12,4K31_B_AM2_101,0.9515072083879423,native,0
4993,13,4K31_B_AM2_101,0.9488859764089121,native,0
4994,14,4K31_B_AM2_101,0.9475753604193972,native,0
4995,15,4K31_B_AM2_101,0.9475753604193972,native,0
4996,16,4K31_B_AM2_101,0.9475753604193972,native,0
4997,17,4K31_B_AM2_101,0.9475753604193972,native,0
4998,18,4K31_B_AM2_101,0.9436435124508519,native,0
4999,19,4K31_B_AM2_101,0.9436435124508519,native,0
5000,0,4K31_B_AM2_101,0.981651376146789,docknat,0
5001,1,4K31_B_AM2_101,0.9724770642201834,docknat,0
5002,2,4K31_B_AM2_101,0.9580602883355177,docknat,0
5003,3,4K31_B_AM2_101,0.9475753604193972,docknat,0
5004,4,4K31_B_AM2_101,0.9436435124508519,docknat,0
5005,5,4K31_B_AM2_101,0.9436435124508519,docknat,0
5006,6,4K31_B_AM2_101,0.9436435124508519,docknat,0
5007,7,4K31_B_AM2_101,0.9436435124508519,docknat,0
5008,8,4K31_B_AM2_101,0.9436435124508519,docknat,0
5009,9,4K31_B_AM2_101,0.9436435124508519,docknat,0
5010,10,4K31_B_AM2_101,0.9436435124508519,docknat,0
5011,11,4K31_B_AM2_101,0.9436435124508519,docknat,0
5012,12,4K31_B_AM2_101,0.9436435124508519,docknat,0
5013,13,4K31_B_AM2_101,0.9436435124508519,docknat,0
5014,14,4K31_B_AM2_101,0.9436435124508519,docknat,0
5015,15,4K31_B_AM2_101,0.9436435124508519,docknat,0
5016,16,4K31_B_AM2_101,0.9436435124508519,docknat,0
5017,17,4K31_B_AM2_101,0.9436435124508519,docknat,0
5018,18,4K31_B_AM2_101,0.9436435124508519,docknat,0
5019,19,4K31_B_AM2_101,0.9436435124508519,docknat,0
5020,0,4K31_B_AM2_101,0.9803407601572739,rdocknat,0
5021,1,4K31_B_AM2_101,0.9750982961992136,rdocknat,0
5022,2,4K31_B_AM2_101,0.9685452162516383,rdocknat,0
5023,3,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5024,4,4K31_B_AM2_101,0.9685452162516383,rdocknat,0
5025,5,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5026,6,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5027,7,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5028,8,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5029,9,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5030,10,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5031,11,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5032,12,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5033,13,4K31_B_AM2_101,0.9685452162516383,rdocknat,0
5034,14,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5035,15,4K31_B_AM2_101,0.9685452162516383,rdocknat,0
5036,16,4K31_B_AM2_101,0.9659239842726082,rdocknat,0
5037,17,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5038,18,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5039,19,4K31_B_AM2_101,0.9672346002621232,rdocknat,0
5040,0,4K31_C_AM2_102,0.9252948885976409,rdock,0
5041,1,4K31_C_AM2_102,0.9252948885976409,rdock,0
5042,2,4K31_C_AM2_102,0.9960681520314548,rdock,0
5043,3,4K31_C_AM2_102,0.9868938401048493,rdock,0
5044,4,4K31_C_AM2_102,0.9803407601572739,rdock,0
5045,5,4K31_C_AM2_102,0.9659239842726082,rdock,0
5046,6,4K31_C_AM2_102,0.9659239842726082,rdock,0
5047,7,4K31_C_AM2_102,0.9567496723460026,rdock,0
5048,8,4K31_C_AM2_102,0.9488859764089121,rdock,0
5049,9,4K31_C_AM2_102,0.9397116644823067,rdock,0
5050,10,4K31_C_AM2_102,0.9344692005242464,rdock,0
5051,11,4K31_C_AM2_102,0.9239842726081258,rdock,0
5052,12,4K31_C_AM2_102,0.9200524246395806,rdock,0
5053,13,4K31_C_AM2_102,0.9121887287024901,rdock,0
5054,14,4K31_C_AM2_102,0.908256880733945,rdock,0
5055,15,4K31_C_AM2_102,0.9043250327653998,rdock,0
5056,16,4K31_C_AM2_102,0.9003931847968545,rdock,0
5057,17,4K31_C_AM2_102,0.8990825688073394,rdock,0
5058,18,4K31_C_AM2_102,0.8938401048492791,rdock,0
5059,19,4K31_C_AM2_102,0.8833551769331586,rdock,0
5060,0,4K31_C_AM2_102,0.8427260812581914,rdock,1
5061,1,4K31_C_AM2_102,0.8427260812581914,rdock,1
5062,2,4K31_C_AM2_102,0.8427260812581914,rdock,1
5063,3,4K31_C_AM2_102,0.8427260812581914,rdock,1
5064,4,4K31_C_AM2_102,0.9724770642201834,rdock,1
5065,5,4K31_C_AM2_102,0.9593709043250328,rdock,1
5066,6,4K31_C_AM2_102,0.9501965923984272,rdock,1
5067,7,4K31_C_AM2_102,0.9410222804718218,rdock,1
5068,8,4K31_C_AM2_102,0.9397116644823067,rdock,1
5069,9,4K31_C_AM2_102,0.9370904325032765,rdock,1
5070,10,4K31_C_AM2_102,0.9357798165137614,rdock,1
5071,11,4K31_C_AM2_102,0.9318479685452162,rdock,1
5072,12,4K31_C_AM2_102,0.9252948885976409,rdock,1
5073,13,4K31_C_AM2_102,0.9161205766710354,rdock,1
5074,14,4K31_C_AM2_102,0.90956749672346,rdock,1
5075,15,4K31_C_AM2_102,0.9056356487549149,rdock,1
5076,16,4K31_C_AM2_102,0.9017038007863696,rdock,1
5077,17,4K31_C_AM2_102,0.8977719528178244,rdock,1
5078,18,4K31_C_AM2_102,0.891218872870249,rdock,1
5079,19,4K31_C_AM2_102,0.8833551769331586,rdock,1
5080,0,4K31_C_AM2_102,0.7103538663171691,rdock,2
5081,1,4K31_C_AM2_102,0.7103538663171691,rdock,2
5082,2,4K31_C_AM2_102,0.7103538663171691,rdock,2
5083,3,4K31_C_AM2_102,0.7103538663171691,rdock,2
5084,4,4K31_C_AM2_102,0.7103538663171691,rdock,2
5085,5,4K31_C_AM2_102,0.7103538663171691,rdock,2
5086,6,4K31_C_AM2_102,0.9659239842726082,rdock,2
5087,7,4K31_C_AM2_102,0.9593709043250328,rdock,2
5088,8,4K31_C_AM2_102,0.9567496723460026,rdock,2
5089,9,4K31_C_AM2_102,0.9528178243774574,rdock,2
5090,10,4K31_C_AM2_102,0.9475753604193972,rdock,2
5091,11,4K31_C_AM2_102,0.9397116644823067,rdock,2
5092,12,4K31_C_AM2_102,0.9318479685452162,rdock,2
5093,13,4K31_C_AM2_102,0.926605504587156,rdock,2
5094,14,4K31_C_AM2_102,0.9226736566186108,rdock,2
5095,15,4K31_C_AM2_102,0.9187418086500655,rdock,2
5096,16,4K31_C_AM2_102,0.90956749672346,rdock,2
5097,17,4K31_C_AM2_102,0.8977719528178244,rdock,2
5098,18,4K31_C_AM2_102,0.8925294888597641,rdock,2
5099,19,4K31_C_AM2_102,0.8833551769331586,rdock,2
5100,0,4K31_C_AM2_102,0.2411533420707732,rdock,3
5101,1,4K31_C_AM2_102,0.2411533420707732,rdock,3
5102,2,4K31_C_AM2_102,0.2411533420707732,rdock,3
5103,3,4K31_C_AM2_102,0.2411533420707732,rdock,3
5104,4,4K31_C_AM2_102,0.2411533420707732,rdock,3
5105,5,4K31_C_AM2_102,0.2411533420707732,rdock,3
5106,6,4K31_C_AM2_102,0.2411533420707732,rdock,3
5107,7,4K31_C_AM2_102,0.2411533420707732,rdock,3
5108,8,4K31_C_AM2_102,0.2411533420707732,rdock,3
5109,9,4K31_C_AM2_102,0.2411533420707732,rdock,3
5110,10,4K31_C_AM2_102,0.2411533420707732,rdock,3
5111,11,4K31_C_AM2_102,0.2411533420707732,rdock,3
5112,12,4K31_C_AM2_102,0.2411533420707732,rdock,3
5113,13,4K31_C_AM2_102,0.2411533420707732,rdock,3
5114,14,4K31_C_AM2_102,0.2411533420707732,rdock,3
5115,15,4K31_C_AM2_102,0.9056356487549149,rdock,3
5116,16,4K31_C_AM2_102,0.9003931847968545,rdock,3
5117,17,4K31_C_AM2_102,0.8964613368283093,rdock,3
5118,18,4K31_C_AM2_102,0.8899082568807339,rdock,3
5119,19,4K31_C_AM2_102,0.8833551769331586,rdock,3
5120,0,4K31_C_AM2_102,0.13106159895150726,rdock,4
5121,1,4K31_C_AM2_102,0.13106159895150726,rdock,4
5122,2,4K31_C_AM2_102,0.13106159895150726,rdock,4
5123,3,4K31_C_AM2_102,0.13106159895150726,rdock,4
5124,4,4K31_C_AM2_102,0.13106159895150726,rdock,4
5125,5,4K31_C_AM2_102,0.13106159895150726,rdock,4
5126,6,4K31_C_AM2_102,0.13106159895150726,rdock,4
5127,7,4K31_C_AM2_102,0.13106159895150726,rdock,4
5128,8,4K31_C_AM2_102,0.13106159895150726,rdock,4
5129,9,4K31_C_AM2_102,0.13106159895150726,rdock,4
5130,10,4K31_C_AM2_102,0.13106159895150726,rdock,4
5131,11,4K31_C_AM2_102,0.13106159895150726,rdock,4
5132,12,4K31_C_AM2_102,0.13106159895150726,rdock,4
5133,13,4K31_C_AM2_102,0.13106159895150726,rdock,4
5134,14,4K31_C_AM2_102,0.13106159895150726,rdock,4
5135,15,4K31_C_AM2_102,0.13106159895150726,rdock,4
5136,16,4K31_C_AM2_102,0.13106159895150726,rdock,4
5137,17,4K31_C_AM2_102,0.8990825688073394,rdock,4
5138,18,4K31_C_AM2_102,0.891218872870249,rdock,4
5139,19,4K31_C_AM2_102,0.8833551769331586,rdock,4
5140,0,4K31_C_AM2_102,0.7601572739187418,rdock,5
5141,1,4K31_C_AM2_102,0.7601572739187418,rdock,5
5142,2,4K31_C_AM2_102,0.7601572739187418,rdock,5
5143,3,4K31_C_AM2_102,0.7601572739187418,rdock,5
5144,4,4K31_C_AM2_102,0.7601572739187418,rdock,5
5145,5,4K31_C_AM2_102,0.9803407601572739,rdock,5
5146,6,4K31_C_AM2_102,0.9698558322411533,rdock,5
5147,7,4K31_C_AM2_102,0.963302752293578,rdock,5
5148,8,4K31_C_AM2_102,0.9580602883355177,rdock,5
5149,9,4K31_C_AM2_102,0.9541284403669725,rdock,5
5150,10,4K31_C_AM2_102,0.9488859764089121,rdock,5
5151,11,4K31_C_AM2_102,0.9423328964613368,rdock,5
5152,12,4K31_C_AM2_102,0.9370904325032765,rdock,5
5153,13,4K31_C_AM2_102,0.927916120576671,rdock,5
5154,14,4K31_C_AM2_102,0.9200524246395806,rdock,5
5155,15,4K31_C_AM2_102,0.9121887287024901,rdock,5
5156,16,4K31_C_AM2_102,0.9043250327653998,rdock,5
5157,17,4K31_C_AM2_102,0.8964613368283093,rdock,5
5158,18,4K31_C_AM2_102,0.8938401048492791,rdock,5
5159,19,4K31_C_AM2_102,0.8833551769331586,rdock,5
5160,0,4K31_C_AM2_102,0.3486238532110092,rdock,6
5161,1,4K31_C_AM2_102,0.3486238532110092,rdock,6
5162,2,4K31_C_AM2_102,0.3486238532110092,rdock,6
5163,3,4K31_C_AM2_102,0.3486238532110092,rdock,6
5164,4,4K31_C_AM2_102,0.3486238532110092,rdock,6
5165,5,4K31_C_AM2_102,0.3486238532110092,rdock,6
5166,6,4K31_C_AM2_102,0.3486238532110092,rdock,6
5167,7,4K31_C_AM2_102,0.3486238532110092,rdock,6
5168,8,4K31_C_AM2_102,0.3486238532110092,rdock,6
5169,9,4K31_C_AM2_102,0.3486238532110092,rdock,6
5170,10,4K31_C_AM2_102,0.3486238532110092,rdock,6
5171,11,4K31_C_AM2_102,0.3486238532110092,rdock,6
5172,12,4K31_C_AM2_102,0.3486238532110092,rdock,6
5173,13,4K31_C_AM2_102,0.9200524246395806,rdock,6
5174,14,4K31_C_AM2_102,0.9174311926605505,rdock,6
5175,15,4K31_C_AM2_102,0.90956749672346,rdock,6
5176,16,4K31_C_AM2_102,0.9003931847968545,rdock,6
5177,17,4K31_C_AM2_102,0.8951507208387942,rdock,6
5178,18,4K31_C_AM2_102,0.8885976408912188,rdock,6
5179,19,4K31_C_AM2_102,0.8833551769331586,rdock,6
5180,0,4K31_C_AM2_102,0.15465268676277855,rdock,7
5181,1,4K31_C_AM2_102,0.15465268676277855,rdock,7
5182,2,4K31_C_AM2_102,0.15465268676277855,rdock,7
5183,3,4K31_C_AM2_102,0.15465268676277855,rdock,7
5184,4,4K31_C_AM2_102,0.15465268676277855,rdock,7
5185,5,4K31_C_AM2_102,0.15465268676277855,rdock,7
5186,6,4K31_C_AM2_102,0.15465268676277855,rdock,7
5187,7,4K31_C_AM2_102,0.15465268676277855,rdock,7
5188,8,4K31_C_AM2_102,0.15465268676277855,rdock,7
5189,9,4K31_C_AM2_102,0.15465268676277855,rdock,7
5190,10,4K31_C_AM2_102,0.15465268676277855,rdock,7
5191,11,4K31_C_AM2_102,0.15465268676277855,rdock,7
5192,12,4K31_C_AM2_102,0.15465268676277855,rdock,7
5193,13,4K31_C_AM2_102,0.15465268676277855,rdock,7
5194,14,4K31_C_AM2_102,0.15465268676277855,rdock,7
5195,15,4K31_C_AM2_102,0.15465268676277855,rdock,7
5196,16,4K31_C_AM2_102,0.15465268676277855,rdock,7
5197,17,4K31_C_AM2_102,0.8977719528178244,rdock,7
5198,18,4K31_C_AM2_102,0.8925294888597641,rdock,7
5199,19,4K31_C_AM2_102,0.8833551769331586,rdock,7
5200,0,4K31_C_AM2_102,0.11009174311926606,rdock,8
5201,1,4K31_C_AM2_102,0.11009174311926606,rdock,8
5202,2,4K31_C_AM2_102,0.11009174311926606,rdock,8
5203,3,4K31_C_AM2_102,0.11009174311926606,rdock,8
5204,4,4K31_C_AM2_102,0.11009174311926606,rdock,8
5205,5,4K31_C_AM2_102,0.11009174311926606,rdock,8
5206,6,4K31_C_AM2_102,0.11009174311926606,rdock,8
5207,7,4K31_C_AM2_102,0.11009174311926606,rdock,8
5208,8,4K31_C_AM2_102,0.11009174311926606,rdock,8
5209,9,4K31_C_AM2_102,0.11009174311926606,rdock,8
5210,10,4K31_C_AM2_102,0.11009174311926606,rdock,8
5211,11,4K31_C_AM2_102,0.11009174311926606,rdock,8
5212,12,4K31_C_AM2_102,0.11009174311926606,rdock,8
5213,13,4K31_C_AM2_102,0.11009174311926606,rdock,8
5214,14,4K31_C_AM2_102,0.11009174311926606,rdock,8
5215,15,4K31_C_AM2_102,0.11009174311926606,rdock,8
5216,16,4K31_C_AM2_102,0.11009174311926606,rdock,8
5217,17,4K31_C_AM2_102,0.8938401048492791,rdock,8
5218,18,4K31_C_AM2_102,0.8885976408912188,rdock,8
5219,19,4K31_C_AM2_102,0.8833551769331586,rdock,8
5220,0,4K31_C_AM2_102,0.5032765399737877,rdock,9
5221,1,4K31_C_AM2_102,0.5032765399737877,rdock,9
5222,2,4K31_C_AM2_102,0.5032765399737877,rdock,9
5223,3,4K31_C_AM2_102,0.5032765399737877,rdock,9
5224,4,4K31_C_AM2_102,0.5032765399737877,rdock,9
5225,5,4K31_C_AM2_102,0.5032765399737877,rdock,9
5226,6,4K31_C_AM2_102,0.5032765399737877,rdock,9
5227,7,4K31_C_AM2_102,0.5032765399737877,rdock,9
5228,8,4K31_C_AM2_102,0.5032765399737877,rdock,9
5229,9,4K31_C_AM2_102,0.5032765399737877,rdock,9
5230,10,4K31_C_AM2_102,0.9423328964613368,rdock,9
5231,11,4K31_C_AM2_102,0.9357798165137614,rdock,9
5232,12,4K31_C_AM2_102,0.9318479685452162,rdock,9
5233,13,4K31_C_AM2_102,0.9252948885976409,rdock,9
5234,14,4K31_C_AM2_102,0.9200524246395806,rdock,9
5235,15,4K31_C_AM2_102,0.9121887287024901,rdock,9
5236,16,4K31_C_AM2_102,0.9056356487549149,rdock,9
5237,17,4K31_C_AM2_102,0.8990825688073394,rdock,9
5238,18,4K31_C_AM2_102,0.8925294888597641,rdock,9
5239,19,4K31_C_AM2_102,0.8833551769331586,rdock,9
5240,0,4K31_C_AM2_102,0.9750982961992136,dock,0
5241,1,4K31_C_AM2_102,0.9541284403669725,dock,0
5242,2,4K31_C_AM2_102,0.9121887287024901,dock,0
5243,3,4K31_C_AM2_102,0.8872870249017037,dock,0
5244,4,4K31_C_AM2_102,0.8859764089121888,dock,0
5245,5,4K31_C_AM2_102,0.8846657929226737,dock,0
5246,6,4K31_C_AM2_102,0.8846657929226737,dock,0
5247,7,4K31_C_AM2_102,0.8846657929226737,dock,0
5248,8,4K31_C_AM2_102,0.8846657929226737,dock,0
5249,9,4K31_C_AM2_102,0.8846657929226737,dock,0
5250,10,4K31_C_AM2_102,0.8846657929226737,dock,0
5251,11,4K31_C_AM2_102,0.8846657929226737,dock,0
5252,12,4K31_C_AM2_102,0.8846657929226737,dock,0
5253,13,4K31_C_AM2_102,0.8833551769331586,dock,0
5254,14,4K31_C_AM2_102,0.8833551769331586,dock,0
