,0
C1CNCc2cc(c3nccn3CCNC(c3ccc(cc3)F)=O)nn2C1,"['CC(=O)O[C@H]1C(C)(C)C(=O)C(C)(C)C(=O)[C@@]1(O)CC(C)C', 'COc1cc(CCC(=O)O)cc(OC)c1O', 'C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@H]1O[C@@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O', 'CCCC[C@@H](O)CCCCCCCCC(=O)OC', 'C[C@]12CC[C@H]3[C@@H](CCC4=C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@]21CC[C@@H](O)O1', 'C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@@H]3CC[C@@]21C', 'CCc1c(OC)cc(O[C@@H]2O[C@H](CO)[C@](O)(C[C@H](CN3C(=O)C=CC3=O)c3ccnc(N)c3)[C@H](O)[C@H]2O)c2c1C(=O)c1cc(CCCCO)c(CNC(=N)NC)c(O)c1C2=O', '[N-]=[N+]=Nc1ccc(CC(=O)N[C@@H]2C[C@@H](C(=O)O)Nc3cc(Cl)cc(Cl)c32)cc1', 'CCCc1nnc(C[C@@H]2C[C@@H](C(C)C)[C@H](CN3CCC(C(N)=O)CC3)C=C2C)o1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC', 'CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCC', 'N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCCC[C@@H](N)C(=O)O', 'O=C(OC[C@@H]1O[C@@H](O)[C@](O)(COC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCC(=O)OC[C@H](CO)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC', 'CC1(C)[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12']"
Cc1ccc(C)c2c1c(CCN)c(C)[nH]2,"['O[C@H](CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc21', 'CC(C)[C@@H]1CSSC[C@@H]([C@H]2Cc3c4cc(c(OCNC5CCCCC5)c3O[C@@H]2O)CC#Cc2c(ccc(O)c2OCO)CCC(=O)C[C@H](O)CC4)C/N=C(\\N)N1', 'CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@H]4CC[C@@H]([C@@H](C)CCCC(C)C)[C@]4(C)CC[C@H]32)C1', 'Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2', 'N[C@@H](CS[C@H](/C=C/C=C/C=C\\CCCC(=O)O)[C@@H](O)CCCC(=O)O)C(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCCCC(=O)OC[C@H](COCCCCCCCCCCCCCCCCCC)OC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'CCOCC[C@@H]1CCC[C@]12C[C@@H](C)[C@]13CCC(C)=C1C[C@]21CN2C[C@]24CCC[C@H]4CC#CC[C@@]31C', 'O=C(c1ccc(C(F)(F)F)cc1)N1CC[C@H]2COC(=O)N2c2ccccc2C1', 'O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I', 'C/C(=N\\c1ccc(N)cc1)N(C)C', 'CN[C@H]1CSSCc2c(-c3oc4cc(O)cc(O[C@@H]5CC[C@H](O)CSSCCC[C@@H]5O)c4c(=O)c3O)cc(CC(C)C)c(O)c2Cc2cccc1c2', 'O=C1[C@@H]2C[C@@H](O)CN2C2(CN(C3CCOCC3)C2)C(=O)N1Cc1ccccc1', 'C=C[C@](C)(O)CC[C@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@@H]21', 'COc1ccc(NC(=O)N2C[C@@H]3C[C@H](C2)c2c(NC(=O)c4cncnc4)ccc(=O)n2C3)cc1', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)CO[P@@](=O)(O)OC[C@@H](O)CO']"
COc1ccc(CCN(Cc2ccncc2)C(CC2COCCN2)=O)cc1,"['CN1[C@@H](CCC(=O)N2CCN(c3ccccn3)CC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1cccs1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC', 'COc1c(CC=C(C)C)c(O)c2c(=O)c3cccc(O)c3[nH]c2c1CC=C(C)C', 'CC(=O)O[C@@H]1C=C([C@H](C)[C@@H]2CC(C)=C(C)C(=O)O2)[C@@]2(C)CC[C@H]3[C@@H](C[C@@H]4O[C@@]45CC=CC(=O)[C@]35C)[C@]12O', 'COCCC[C@@H]1Oc2ccc(OC3CCCCC3)cc2[C@H](O)[C@@H]1[C@H]1COc2ccc(OC)cc2[C@H]1O', 'COC(=O)[C@H](O)[C@@H](Sc1ccccc1N)c1ccc(OC)cc1', 'C[C@H](O)[C@H](N)C(=O)NC(Cc1cnc[nH]1)=C(O)O', 'CCCC[C@H](N)C(=O)N1CCC[C@H]1C(N)=O', 'O=C(/C=C/c1ccc(O)cc1)OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](Oc3ccc(/C=C/C(=O)c4ccc(O)cc4O)cc3)O[C@@H](CO)[C@H](O)[C@H]2O)[C@@H]1O', 'Cc1ncc(COP(=O)(O)O)c(/C=N/[C@@H](CC(=O)O)C(=O)O)c1O', 'NC1CCC(F)(F)CC1', 'CCOC(=O)C1=C(C=O)/C(=C2\\CCC(=O)[C@@H](c3ccc4c(c3)=C[CH+]N=4)C2)c2c(OCCCO)c3c(c(CO)c2O1)O[C@H]([C@@](C)(O)C1CCCC1)C3', 'CC(C)(Oc1ccc(Cl)cc1)C(=O)Oc1ccc(Cl)cc1', 'CN[C@@H]1CC[C@@H]2Nc3ccc(C(N)=O)cc3[C@H]2C1']"
CCOC(c1cnc2ccc(C)cc2c1NCC(C)O)=O,"['COc1cc([C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)[C@@H](O)CO)ccc1O', 'CCC(C)(C)n1cc(C(=O)c2ccc3ccccc3c2)c2ccccc21', 'C=C(C)[C@H]1Cc2c(cc(O)c3c2O[C@]2(CC=C(C)C)c4ccc(O)cc4O[C@]2(O)C3=O)O1', 'O=C(O)C[C@@H]1CCC[C@@H]2c3cc(F)ccc3N(Cc3ccc(Cl)cc3)[C@H]12', 'COc1ccc2c3c(n(CC=C(C)C)c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@]1(O)[C@H]3O', 'CCCC/C=C\\CCCCCCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC', 'COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]5OC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]4OC(C)=O)cc3O2)cc1OC(C)=O', 'CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)[C@@H]1c1cccc(Cl)c1Cl', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC', 'CCCCCCCCC/C=C/[C@@H](O)[C@H](CO[P@@](=O)(O)OCCN)NC(=O)CCCCCCCCCCCCCCCCCCCC', 'c1ccc(CCCNc2nnnc3ccccc23)cc1', 'C=C(CO)[C@@H]1CC[C@H](C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1', 'CC(C)CN1CC2(C1)C(=O)N(Cc1cccc(Cl)c1)C(=O)[C@@H]1C[C@@H](O)CN12', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCC', 'C/C(O)=N/[C@H]1[C@H]2OC[C@@H](O2)[C@@H](O)[C@@H]1O[C@@H](C)C(=O)O']"
Cc1cc(NC(Nc(cc2)ccc2SC)=O)ncc1,"['CCCC/C=C\\C/C=C\\CCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)OCCCCCCCCCCCCCCCCCC', 'CO[P@](=O)(O)OC[C@H](O)CO[P@@](=O)(O)OC[C@@H](COCC[C@@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)OCC[C@@H](C)CCC[C@H](C)CCC[C@@H](C)CCCC(C)C', 'C=C1C=C2[C@@](C)([C@@H](C)[C@H](CCO)C[C@]23CC[C@H](CCCO)C3)[C@H]2[C@@H]1C2(C)C', 'CC(C)(O)[C@@H]1Cc2c(cc3oc([C@H](O)CCN=C(N)N)c(CCO)c(=O)c3c2OC2CCCC2)O1', 'CC(=O)c1c(O)cc(O)c([C@@H]2O[C@H](CO)[C@H](O)[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H]2OC(=O)c2cc(O)c(O)c(O)c2)c1O', 'CNS(=O)(=O)c1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1', 'CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I', 'C[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1OC(=O)C=C2[C@@]3(C)[C@@H]4O[C@@H]4[C@H](O)[C@]4(C)C(=O)O[C@@H]([C@@H]34)[C@H]3O[C@@]231', 'CSCC/C=N/O', 'CCCCc1[o+]c(CCc2ccc(O)c(OCC[C+]3C=C4C(=N3)CC[C@H]3CCC[C@@H]3[C@@H]4[C@H](CCCO)NC[C@H](C)O)c2)c[c-]1CO', 'COc1cc(/C=C/C(C)=O)oc(=O)c1C', 'NC(=O)C[C@H](N)C(=O)N1CCCC1=C(O)O', 'CCCC(=O)O[C@H]1C[C@@H]2CC[C@]1(C)C2(C)C', 'O=c1c(OS(=O)(=O)O)c(-c2ccc(O)c(OS(=O)(=O)O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12', 'COC(=O)[C@H]1O[C@@H](Oc2ccc3c(c2)[C@]24CCCC[C@H]2[C@@H](C3)N(C(=O)OCc2ccccc2)CC4)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O']"
c1cc(c(cc1[Cl])[Cl])c1nnc(N)s1,"['CC(C)=CCC[C@]1(C)[C@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O', 'CC(C)C[C@H](N)C(=O)N1C[C@H](O)C[C@H]1C(=O)O', 'CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21', 'O=C1[C@H]2[C@H]3CC[C@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1', 'N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O', 'CCCCCCCC/C=C\\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O', 'CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C(=O)NNC(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C)C(C)C', 'CO[C@@H]1C[C@H]2C(C)(C)[C@@H](OC(C)=O)CC[C@]2(C)C2=C1[C@]1(C)CC[C@H]([C@H](C)[C@H](C/C=C(/C)C(=O)O)OC(C)=O)[C@]1(C)CC2', 'CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O', 'C[C@@H]1O[C@H](O[C@@H]2CC[C@]3(CO)[C@H]4[C@@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@@]5(O)[C@@H]4CC[C@@]3(O)C2)[C@@H](O)[C@@H](O)[C@@H]1O', 'C[C@H](CO)C1=CC(=O)C2=C(CC[C@H]3C(C)(C)CCC[C@]23C)C1=O', 'CC(C)CCC[C@H](C)CCC[C@@H](C)CCC[C@@H](C)CCOC[C@@H](CO[P@](=O)(O)OC[C@H](O)COP(=O)(O)O)OCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C', 'COC(=O)/C(C)=C1/C(=O)O[C@@]2(C)[C@H]3C[C@H]3[C@](C)(CO)[C@H]2[C@H]1O', 'COC(=O)c1cccc(CN2C[C@H]3C[C@@H](O)CN3C3(C2)CN(C(=O)C(C)C)C3)c1', 'O=C(O)CCCS']"
CN1CCc2c(c3ccccc3nc12)NC(CNCCc1ccc(c(c1)OC)OC)=O.C(C(O)=O)(O)=O,"['CCCC/C=C\\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)CO[P@@](=O)(O)OCC[N+](C)(C)C', 'CC(=O)N[C@H]1[C@H](c2ccccc2)N(Cc2cccs2)CC[C@@]1(C)O', 'COC(=O)[C@@H]1CN(C(=O)Nc2ccccc2)CCN1C(=O)c1cccs1', 'COc1cc(Oc2c(O)cc(OC)c3c2CCc2cc(O)ccc2-3)cc2c1-c1ccc(O)cc1CC2', 'CC(C)[C@](C)(C#N)NC(=O)[C@H](C)Oc1ccc(Cl)cc1Cl', 'O=S(=O)(O)O/N=C(\\C[C@@H](O)c1ccccc1)S[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O', 'CCCC[C@]1(O)OC(=O)C2=C1CCC=C2', 'N=C(N)c1ccc2cc(C#Cc3ccc4c(c3)CCNC4)ccc2c1', 'O=C(N[C@H](NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1', 'COc1cc(-c2oc3c(OC)c(O[C@H]4O[C@@H](COC(C)=O)[C@@H](O)[C@@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@H](O)[C@@H]4O)cc(O)c3c(=O)c2O)ccc1O', 'COc1cc(OC)c(-c2c(C)cc(OC)c3c(OC)cccc23)c2c1C(C)=N[C@@H](C)C2', 'COCCC(=O)N[C@H]1CC[C@]2(C)CC[C@H]([C@H](C)C(=O)N(C)Cc3cccnc3)[C@H](O)[C@H]2[C@@H]1C', 'C=C1[C@@H]2CC[C@@]34[C@H]1[C@@]3(C2)[C@@H](C(=O)O)[C@@H]1[C@]2(C)C[C@H](O)C[C@]14OC2=O', 'CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC', 'CC1(C)[C@H]2C[C@H](O)C3=C[C@@](C)([C@@H](O)CO)CC[C@H]3[C@]2(C)CC[C@H]1O']"
C1CC(CNC1)c1cc(c2ccc(c(c2)[Cl])[Cl])nc(c1C#N)N,"['Nc1nc2c(c(=O)[nH]1)N/C(=N\\Cc1ccc(C(=O)O)cc1)CN2', 'CCOC(=O)[C@H](C)N(CCC#N)Cc1ccccc1', 'CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12', 'CC1=C[C@@H]2O[C@@]3(O)C[C@@]4(CO4)[C@](C)([C@@H]3O)[C@@]2(C)CC1', 'C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)cc(/C=C/c4ccccc4)c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O', 'C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H](CCCCc3ccc(O)cc3)CCc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O', 'CS(=O)(=O)CC[C@@H](N)C(=O)O', 'CN(C)C(n1n[n+]([O-])c2ncccc21)=[N+](C)C', 'CCCCC/C=C\\C/C=C\\CCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCCCC', 'C=CCN(Cc1ccccc1C(=O)N[C@@H](CCC)c1ccc(OC)cc1)Cc1ccc2c(c1C(=O)O)OCO2', 'O=C1Cc2ccccc2/C1=C/C=C(/O)C(=O)O', 'CCCCC/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@H](CO[P@](=O)(O)O[C@@H]1[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCCCC', 'C=C(C(=O)O)[C@@H]1CC[C@]2(C)CCC[C@@](C)(O)[C@@H]2C1', 'C[N+]1(C)[C@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21', 'N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NC(=O)CC[C@@H](N)C(=O)O']"
C(C(NN=Cc1c(cccc1[Cl])[Cl])=O)Nc1cccc2ccccc12,"['COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\\CCCCCC', 'C[C@@]12C(=O)O[C@@]3(CC[C@@H]1O)[C@H]2[C@@H](C(=O)O)[C@@]12C[C@@H](CC[C@H]31)[C@@](O)(CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)C2', 'O=C(N[C@@H]1CNCCC[C@H]1OC(=O)c1ccc(O)cc1)c1ccc(O)cc1', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC', 'COC(=O)c1cc2c(c3c1c([N+](=O)[O-])cc1c(OC)cccc13)OCO2', 'CCCCC/C=C/C/C=C/C/C=C/CCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC', 'COc1ccc(-c2ccc3c(c2)C(=O)N2CCN(C(=O)COCC(=O)O)C[C@@H]2C(=O)N3)c(OC)c1', 'CO[C@]1(C(=O)O)C[C@H](O)[C@H](O)[C@H](OC(=O)/C=C\\c2ccc(O)c(O)c2)C1', 'Nc1ncc2c(n1)C[C@@H](c1ccco1)CC2=O', 'CC(C)(O)CCc1c(O)cc(O)c2c1OC[C@@H](c1ccc(O)cc1O)C2=O', 'CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@](C)([C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c2ccoc2)[C@@]12O[C@@H]2C(=O)O', 'C=C(CC[C@@H](C)[C@@H]1CC[C@]2(C)[C@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C)C(C)C', 'CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCCCCCC', 'CCCCCC[C@]1(CCCCCCCCCCC(=O)O)OCC(C)(C)N1[O]']"
[H]N([H])c1nc(n[nH]1)SCCCCCCCCC,"['CCCCCC(=O)OC[C@@H](O)COP(=O)(O)O', 'c1ccc2c(c1)CC2', 'CC(C)=CC(=O)N1CC[C@H](NC(=O)Nc2ccc(F)cc2F)[C@H]1C(=O)N[C@@H](Cc1cccs1)C(N)=O', 'N[P@]1(=O)C=CNC(=O)N1', 'CC[C@@H]1C#C[C@@H]2C=C[C@@H](c3ccc(O)c(O[C@H](C[C@H](Cc4c[cH-]cn4)c4ccnc(N)c4)[C@H](O)CCO)c3)C[C@@H](O)[C@H]2[C@@H](OCCO)CCCC1', 'O=C(O)CCCS', 'C[C@H](/C=C/[C@]1(O)[C@H](C)C[C@H](O)CC1(C)C)O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O', 'CC(C)[C@H](O)[C@H](O)C(=O)N[P@](=O)(O)OC[C@@H]1C[C@H](O)[C@H](n2cnc3c(N[P@](=O)(O)O[C@@H]4O[C@H]([C@H](O)CO)[C@H](O)[C@@H]4O)ncnc32)O1', 'CCN(CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O', 'CC(=O)O[C@@H]1c2c(C)coc2C(=O)[C@@]23O[C@@H]2CC[C@H](C)[C@@]13C', 'COc1cc(/C=C\\C(=O)CC(=O)C[C@H](O)c2ccc(O)c(OC)c2)ccc1O', 'C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc[n+]([O-])c2ccc(OC)cc12', 'CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)cc1O', 'O=C(O)c1ccc2nccnc2c1', 'O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H](CO)[C@H](O)c1ccc(O)c(O)c1']"
Cc1cc(nc(N)n1)N1CCC(CC1)NCCCN1CCc2ccccc12,"['CC(C)=CCc1cc2c(=O)c3c(O)c4c(cc3oc2c(O)c1O)O[C@@H](C)C4(C)C', 'COC(=O)[C@@H](O)[C@@H]1[C@@]2(C)[C@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C[C@]45O[C@]35[C@H]3C(=O)[C@@H](O)[C@]1(C)C[C@@]32O', 'CCCCC/C=C/C/C=C/C/C=C/C/C=C/CCCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)O/C=C/CCCCCCCC/C=C/CCCCCC', 'Cn1cc(Br)c2c(N)ncnc21', 'C[C@H](O)[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O', 'CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@@H](C[C@@H](C)CCCCCC[C@H](O)C[C@H](O)[C@@H](C)NC(C)=O)OC(=O)C[C@@H](CC(=O)O)C(=O)O', 'CC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC(=O)OC[C@H](CO[P@@](=O)(O)OCC[N+](C)(C)C)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC', 'CC1(C)CC[C@]2(C(=O)O)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]43C)[C@H]2C1', 'CCN1C[C@@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@]34[C@H]1[C@](O)(C[C@H]32)[C@]1(O)C[C@H](OC)[C@H]2C[C@H]4[C@@]1(O)[C@@H]2OC', 'COc1ccc(S(=O)(=O)N2C[C@@H]3OCC(=O)N(Cc4cccc(C(F)(F)F)c4)[C@@H]3C2)cc1', 'O[C@@H]1CCc2ccccc21', 'CC(=O)O[C@H]1[C@@H](Oc2ccc(O)cc2)O[C@H](CO)[C@H](O)[C@H]1O', 'CC(=O)O[C@H]1C[C@]2(C(C)(C)O)C(=C1C)[C@@H](O)[C@H](OC(=O)c1ccccc1)[C@@]1(C)[C@@H]([C@H]2OC(C)=O)[C@]2(OC(C)=O)CO[C@@H]2C[C@H]1OC(C)=O', 'COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCC(=O)O', 'CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O']"
